CODIGO,DESCRIPCION
AALSI,Adolfo Alsina
FSEGU,Faro Segunda Barrancada
VIDAL,Coronel Vidal
CSUAR,Coronel Suarez
FATRA,Fatralo
FAUZO,Fauzon
FIORI,Fiorito
FINZE,Finca Mision Zenta
FINMA,Finca Villa Maria
FISHE,Fisherton
FONTE,Fontezuela
FORMO,Formosa
FORTP,Fortin Paunero
FORTC,Fortin Chaco
FORTN,Fortin Necochea
FORTV,Fortin Vigilancia
BERRA,Francisco Berra
AYERZ,Francisco Ayerza
CASAL,Francisco Casal
FRAYC,Fray Cayetano Rodriguez
FRAYL,Fray Luis Beltran
FREIR,Freire
FARGE,Fuerte Argentino
FROCA,Fuerte General Roca
FUNKE,Funke
GAHAN,Gahan
CUE,Galarza Cue
GALER,Galera Torres
GARRA,Garras
VALDE,Genaro Valdez
GRLAL,Gral. Alvarado
GRLOR,Gral. Fernandez Oro
GRLGA,Gral. Galarza
GRLGU,Gral. Guido
GRLLA,Gral. Lamadrid
GRPIC,Gral. Pico
GRLAV,Gral. Lavalle
GRLIV,Gral. Liborio Bernal
GRPIR,Gral. Piran
GRSAR,Gral. Sarmiento
GRVIA,Gral. Viamonte
GERMA,Germania
GOBAN,Gobernador Andonaegui
GOBCO,Gobernador Costa
RPOT,Rincon Potreros
GOBGA,Gobernador Luis Garcia
GOBMA,Gobernador Martinez
GOBMO,Gobernador Monteverde
GOBRU,Gobernador Ruiz
GOBUD,Gobernador Udaondo
GOBOS,Gobos
GODOY,Godoy Cruz
GOMVE,Gomez de la Vega
CASCA,Rio Alegre de Cascallares
GOROS,Goroso
RISOS,Gonzalez Risos
RCEB,Rio Ceballos
FRIGI,Gorro Frigio
GOWLA,Gowland
GOYEN,Goyeneche
GRAG,Gragnos
GRURQ,Gral. Urquiza
GUADA,Guadalupe
GDOCK,Grand Dock
VILAF,Gregorio Villafañe
GUALE,Gualeguay
GUAYC,Gualeguaychu
GUARD,Guardia del Monte
VIEJA,Guardia Vieja
GUEME,Guemes
GUER,Guerrero
LAFEL,La Feliciana
LFELI,La Felicidad
LAFLO,La Florida
LAFOR,La Fortuna
LAFRA,La Fraternidad
LAGAR,La Garita
LAGER,La Germania
LGERO,La Geromita
LGRAN,La Granja
LHORQ,La Horqueta
LAIND,La India
LAISL,La Isla
RCOLO,Rio Colorado
LAJUA,La Juanita
LAGUN,La Lagunilla
LALAR,La Larga
LLATA,La Lata
LALIM,La Limpia
LALOL,La Lolita
LALOM,La Loma
RCUAR,Rio Cuarto
LUCIN,La Lucinda
LUISA,La Luisa
LALUN,La Luna
LAMAL,La Malvina
LAMAN,La Manuelita
MARGA,La Margarita
LMARI,La Maria
MARIS,La Marisa
MART,La Martina
MATIL,La Matilde
MESET,La Meseta
MOROC,La Morocha
MOSCA,La Mosca
NACIO,La Nacion
NELID,La Nelida
NEVAD,La Nevada
NORIA,La Noria
NUHER,La Nueva Hermosura
NUPRO,La Nueva Provincia
NUMAN,La Numancia
LCHIL,Las Chilcas
LCOL,Las Colonias
COPET,Las Copetonas
CORTA,Las Cortaderas
GONI,Goni
RPUER,Rio de la Puerta
RPIE,Rio de las Piedras
RENC,Rio Encantado
RGDE,Rio Grande
RNEG,Rio Negro
RNIRI,Rio Nirihuano
RPESC,Rio Pescado
RIO2,Rio Segundo
RIVAR,Rivarola Rodolfo
PAYRO,Roberto Payro
RODEO,Rodeo de la Cruz
ROD,Rodriguez
ROJ,Rojas
ROLI,Rolito
ROLO,Rolon
ROOS,Roosevelt
ROVI,Rovira
RDARI,Ruben Dario
RUI,Ruinas
RDG,Ruiz Diaz de Guzman
RUT11,Ruta 11 km 23
RUT2A,Ruta 2 km 24.600 al 28
RUT2B,Ruta 2 km 28.100 al 30.900
RUT2C,Ruta 2 km 31 al 31.900
RUT2D,Ruta 2 km 32 al 36.900
RUT2E,Ruta 2 km 37 al 45.900
RUT2F,Ruta 2 km 44.500
RUT2G,Ruta 2 km 46 al 55.900
RUT2H,Ruta 2 km 56 al 64
R205,Ruta 205 km 32.500
RUT26,Ruta 26 km 48
RUT3A,Ruta 3 km 27 al 29.500
RUT3B,Ruta 3 km 29
RUT3C,Ruta 3 km 29.600 al 32.900
RUT3D,Ruta 3 km 974
RUT8A,Ruta 8 km 19.500 al 22.800
RUT8B,Ruta 8 km 37.500 al 41
RUT9A,Ruta 9 km 169.5
RUT9B,Ruta 9 km 72
SALAC,Salada Chica
SALAG,Salada Grande
SMC,Saladero M Cabal
SALAZ,Salazar
SALD,Saldana
SALDU,Saldungaray
SALG,Salguero
SALI,Salinas Grandes
SALTA,Salta
SALV,Salvador Maria
SAMB,Samborombon
SANAL,San Alberto
SANGI,San Andres de Giles
ANTO,San Antonio
ARECO,San Antonio de Areco
OESTE,San Antonio de Oeste
BORJI,San Borjita
SANEN,San Enrique
SANDA,San Daniel
SANED,San Eduardo
SANFE,San Felipe
SANF,San Fermin
SANIG,San Ignacio
SANFR,San Francisco
SANGA,San Gabriel
SANJA,San Jacinto
SANJO,San Jorge
SANJS,San Jose
SANJU,San Juan
SANLA,San Laureano
SANLO,San Lorenzo
SANPA,San Pablo
SPEDR,San Pedrito
SANRA,San Ramon de la Nueva Oran
SANQU,Sanquilco
CATAL,Santa Catalina
CECI,Santa Cecilia Sud
CLARA,Santa Clara del Mar
CLEME,Santa Clementina
ELENA,Santa Elena
INES,Santa Ines
IRENE,Santa Irene
ISAB,Santa Isabel
LUCI,Santa Lucia
SMAGD,Santa Magdalena
BELOC,Santa Maria de Bellocq
SMART,Santa Marta
RITA,Santa Rita
SABIN,Santa Sabina
STELL,Santa Stella
TERE,Santa Teresa
ALCOR,Santiago Alcorta
ESTER,Santiago del Estero
GARBA,Santiago Garbarini
SLARR,Santiago Larre
STOM,Santo Tomas
STOME,Santo Tome
SARGE,Sargento Barruffaldi
SARMI,Sarmiento
SATUR,Saturno
SAUCC,Sauce Corto
SAUCG,Sauce Grande
SAUZ,Sauzales
SEXTA,Seccion Sexta
SEGU,Segurola
PIO,Seminario Pio XII
SIMO,Simoca
SINSA,Sinsacate
SDM,Solana del Monte
SOLE,Soledad
SOLIS,Solis
SPER,Speroni
STAND,Standard
SUIP,Suipacha
TAILL,Taillade
TAMB,Tambo Nuevo
TEJO,Tejo
AGNET,Teniente Agneta
RICCH,Teniente Gral Ricchieri
BOUCH,Teniente Hipolito Bouchard
REYES,Termas de Reyes
TESEI,Tesei
TESO,Tesorero
TILQU,Tilquiza
TIMON,Timon Cruz
TIOD,Tio Domingo
TIROF,Tiro Federal
TOPA,Topador
TOSCA,Toscanini Arturo
TREIN,Treinta y Tres Orientales
TALG,Tres Algarrobos
TCHAN,Tres Chañares
TMAY,Tres Mayo
TPINO,Tres Pinos
TPOZO,Tres Pozos
TTAPE,Tres Taperas
TREVE,Trevelin
TRICA,Tricado
TRIN,Trinidad
TURDE,Turdera
TRUJU,Trujui
TUCU,Tucuman
UFERR,Union Ferroviaria
UTRAN,Union Tranviarios
UNQU,Unquillo
URDAM,Urdampilleta
URIBE,Uribelarrea
USHU,Ushuaia
VARGU,Villa Arguello
VDOLO,Villa Dolores
VECAR,Villa El Carmen
VPORT,Villa Porteña
VZUL,Villa Zula
VAGUE,Vagues
VALD,Valdes
ALSIN,Valentin Alsina
ANTON,Valenzuela Anton
VVIEJ,Valle Viejo
VECIN,Vecino
VEDO,Vedoya
VMAYO,Veinticinco de Mayo
43,?
41,?
35,?
99,NO EXISTE DOMICILIO
ELVB,Villa Elvira (Banfield)
1,SIN ASIGNAR
LROTO,La Rotonda
COLOI,Los Coloniales
ROSDT,Rosario del Tala
SANJG,San Jose de Gali
BRA,Brandsen
MERLO,Merlo
PIPIN,Pipinas
ELPEL,El Peligro
ASCEN,Ascencion
PRIDA,Laprida
LOBER,Loberia
WHITE,Ingeniero White
AMOS,Agustin Mosconi
FLORE,Las Flores
HUAJO,Pehuajo
POBLE,Poblet
DERQU,Presidente Derqui
RIVER,Rivera
SAAV,Saavedra
SALLI,Salliquelo
PADUA,San Antonio de Padua
SANCA,San Cayetano
SOLAN,San Francisco Solano
SEVIG,Sevigne
SANCL,San Clemente del Tuyu
TRENQ,Trenque Lauquen
TRESA,Tres Arroyos
ALBT,Alberti
CARAZ,Villa Caraza
25DEM,25 de Mayo
9DEJ,9 de Julio
SFE,San Fernando
TERES,Santa Teresita
TORTU,Tortuguitas
BROWN,Almirante Brown
QUEQU,Quequen
SARRA,Sarrat (Parada)
LAGRA,La Granja
QUINT,Las Quintas
PINTO,Gral. Pinto
GRALV,Gral. Alvear
GRVIL,Gral. Villegas
GRBEL,Gral. Belgrano
GRSAN,Gral. San Martin
MDA,Mar de Ajo
BRN,Bernal
ALSI,Alsina
JCPAZ,Jose C. Paz
JMAR,Jose Marmol
ALTO,Altona
CAM,Campana
CAS,Caseros
CDD,Ciudadela
CEV,Ciudad Evita
CHA,Chascomus
CHI,Chilecito
COR,Cordoba
ELI,Villa Elisa
ENS,Ensenada
ESC,Escobar
FVL,Florencio Varela
GAR,Garin
HAE,Haedo
IJA,Ingeniero Juan Allan
LAN,Lanus
LAV,LLavallol
LLU,La Lucila
LMZ,Lomas de Zamora
LTB,Tablada
LUJ,Lujan
MGR,Monte Grande
MTN,Martinez
MUN,Munro
OLI,Olivos
OLM,Lisandro Olmos
PAR,Parana
PLA,Platanos
RME,Ramos Mejia
RPE,Roque Perez
RST,Resistencia
SEG,Arturo Segui
SJU,San Justo
SLU,San Luis
SMA,San Martin
SSJ,San Salvador de Jujuy
TEM,Temperley
TPA,Talar de Pacheco
VLO,Vicente Lopez
WIL,Wilde
EZE,Aeropuerto Ezeiza
STF,Santa Fe
JONTE,Alvarez Jonte
ARRE,Arrecifes
ARRGR,Arroyo Grande
AUTSC,Autocamping San Clemente
BALCA,Balcarce
BECCA,Beccar
CANAL,Canal de Reunion
CANU,Cañuelas
CARAP,Carapachay
CASAR,Carlos Casares
CASBA,Casbas
CSLLI,Castelli
CHILL,Chillar
CHIVI,Chivilcoy
COLON,Colon
COLSR,Colonia Santa Rosa
4DEN,4 de Noviembre
DOCKC,Dock Central
DUSSA,Dussaud
ELPAR,El Parque
ELPIN,El Pino
ELROC,El Rocio
ELTAL,El Talar
ELORD,Elordi
IMG,Isla Martin Garcia
GAMBI,Gambier
GRLAR,Gral. Arenales
GRLCO,Gral. Conesa
GRLMA,Gral. Madariaga
GRLMS,Gral. Mansilla
GRLPZ,Gral. Paz
GERLI,Gerli
GOBOB,Gobernador Obligado
GOMEZ,Gomez
GRACI,Graciarena
GUAMI,Guamini
GUTIE,Gutierrez
HINOJ,Hinojales
IMAS,Ingeniero Maschwitz
JEPPE,Jeppener
JMBL,Jose Maria Blanco
JUARE,Juarez
LCUMB,La Cumbre
LCAR,La Carlota
LCOS,La Costa
LJOSE,La Josefa
LPAMP,La Pampa
LPAZ,La Paz
LFR,Laferrere
LINC,Lincoln
LGAUC,Los Gauchos
LPOLV,Los Polvorines
LTORD,Los Tordos
MGDA,Magdala
MAI,Maipu
MERC,Mercedes
MDEH,Martinez de Hoz
MDT,Mar del Tuyu
MONA,Monasterio
MCHIN,Monte Chingolo
MHERM,Monte Hermoso
MNZ,Muñiz
PDR,Paso del Rey
PLURO,Pedro Luro
PIGUE,Pigue
PILA,Pila
PINA,Pinamar
SBER,San Bernardo
PALTA,Punta Alta
PDCN,Punta del Canal
PIND,Punta Indio
QUIRO,Quiroga
RANCH,Ranchos
RAUCH,Rauch
RDELC,Rincon del Cazador
RIVAD,Rivadavia
RUFI,Rufino de Elizalde
SCAR,San Carlos
SVIC,San Vicente
STARS,Santa Rosa
SCHI,Sierra Chica
STROE,Stroeder
TODD,Todd
TORNQ,Tornquist
TRLOM,Tres Lomas
URQ,Urquiza
VEDIA,Vedia
VICT,Victoria
VIEY,Vieytes
VALBA,Villa Alba
VDELP,Villa del Plata
VELEN,Villa Elena
VGARI,Villa Garibaldi
VGES,Villa Gesell
VMAR,Villa Maria
VMACR,Villa Manuel Cruz
VSANJ,Villa San Jose
SLOR,Altos de San Lorenzo
FERRE,Ferre
CUEN,Cuenca
CUMBE,Cumbeao
CUTRA,Cutral-Co
CUTRI,Cutricutileo
DAIRO,Daireaux
SAENZ,Dalmiro Saenz
DARRA,Darragueira
VALLE,Del Valle
DESAM,Desamparados
GAYNO,Diego Gaynor
DOBLA,Doblas
BAS,Doctor Arturo Bas
LEVEN,Doctor Ricardo Levene
ROJA,Doctor Ricardo Rojas
DOLAV,Dolavon
DOMSE,Domselaar
MAXI,Don Maximo
DOYLE,Doyle
VICEN,Don Vicente
ACEQ,Dos Acequias
DRYS,Drysdale
DUDIG,Dudignac
DUGGA,Duggan
ALGA,El Algarrobal
AMAN,El Amancay
ARBOL,El Arbol
ARTES,El Artesano
BAGUA,El Bagual
BELCH,El Belcha
BOCHI,El Bochinchero
LANGU,El Carmen de Langueyu
CARME,El Carmen
CARRE,El Carretero
CENTI,El Centinela
ELCHA,El Chaja
CHUMB,El Chumbiao
ELCRI,El Cristiano
ELCRU,El Cruce
CUCHO,El Cucho
DESCA,El Descanso
DESLI,El Deslinde
DESTI,El Destino
GALLO,El Gallo
EMBRU,El Embrujo
EUCAL,El Eucaliptus
FENIX,El Fenix
ELGUA,El Guadal
ELGAU,El Gaucho Parejo
ELGRA,El Granadero
ELGUL,El Gualicho
ELJAG,El Jaguel
ELJAR,El Jardin
ELJUN,El Junco
ELLAU,El Laurel
ELLUC,El Lucero
ELMAI,El Maiten
ELMAN,El Mangrullo
ELMAR,El Martillo
ELMIR,El Mirador de Juarez
ELMIS,El Mistol
ELMOL,El Molino
ELNAC,El Nacional
ELNEN,El Nene Pasaje
ELNOY,El Noy
ELOAS,El Oasis
ELOMB,El Ombu
ELPAL,El Palenque
ELPAM,El Pampero
PARAI,El Paraiso
PARCH,El Parche
PELIG,El Peligroso
PERCH,El Perchel
ELPES,El Pescado
PINAR,El Pinar
ELPIT,El Pito
ELPOL,El Polear
ELPOR,El Porvenir
ELPOZ,El Pozo
ELPRO,El Progreso
ELREC,El Recado
ELREY,El Reymundo
ELRIN,El Rincon
ELROS,El Rosario
ELSES,El Sesenta
ELSIA,El Siasgo
ELSIL,El Silencio
ELSOC,El Socorro
ELSOL,El Sol
SOLDA,El Soldado
ELTRE,El Trebol
ELTRI,El Triangulo
TRIGO,El Trigo
TRIUN,El Triunfo
TROPE,El Tropezon
ELVEN,El Vence
ELVER,El Verano
ELVIG,El Vigilante
ELVOL,El Volante
ZORRO,El Zorro
EAYAR,Emilio Ayarza
EBUNG,Emilio Bunge
EMAGD,Empalme Magdalena
EMITA,Emita
EMMA,Emma
ELOBO,Empalme Lobos
EGRAN,Empalme Graneros
EVICE,Emplame San Vicente
ERRAM,Erramouspe
ESPAD,Espadaña
ESPAR,Espartillar
ESPEG,Espegazzini
ESPER,Esperon
CROTO,Esquina Crotto
NEGRA,Esquina Negra
ESTAB,Establecimiento San Miguel
ESTAS,Estacion Ascension
ESTCA,Estacion Caroya
ESTLA,Estacion Lazzarino
ESTLI,Estacion Lincoln
ESTAF,Estaf Los Talas
VZULA,Estaf Vzula
ESCHA,Estancia Chapar
ESCHI,Estancia Chica
ESCON,Estancia El Condor
ESRAF,Estancia San Rafael
ESTEL,Estela
ESTHE,Esther
ESTRU,Estrugamou
EVAPE,Eva Peron
EZEIZ,Ezeiza
FARO,Faro
FRECA,Faro Recalada
FQUER,Faro Querandi
FMOGO,Faro Punta Mogotes
FANTO,Faro San Antonio
VBROW,Villa Brown
BENAV,Benavidez
BOSQ,Bosques
BOLIV,Bolivar
PATA,Carmen de Patagones
CARHU,Carhue
CABIL,Cabildo
ESQUE,Esquel
PRICO,Puerto Rico
CARRO,Carrodilla
LASHE,Las Heras
VGGA,VILLA GOBERNADOR GALVEZ
CURUZ,Curuzu Cuatia
CSB,Colonia El Simbolar Robles
ARMS,Armstrong
OHIG,O'Higgins
TART,Tartagal
HUANG,Huanguelen
PTRUN,Pico Truncado
LASAL,Las Albahacas
VLANG,Villa la Angostura
MOQUE,Villa Moquehua
CAMON,Capilla del Monte
SUNCH,Sunchales
9 ABR,9 DE ABRIL
NORDE,Nordelta
MOCAS,Monte Castro
ZAR,Zarate
LACOJ,La Colonia Junin
POLDA,Polvaredas
MCAS,Monte Caseros
PIED,Piedritas
SANJQ,San Jose de los Quinteros
SMAND,San Martin de los Andes
SMIDT,San Miguel del Tucuman
SPEDM,San Pedro Martir
VVALI,Villa Valli
VVIVE,Villa Viveros
PARAP,Parada Pasco
CPOMA,Campomar
BONNE,Bonnement 
CDEPO,Campo de Pollo
CRAZA,Caraza
CAPLO,Capitan Lozano
LEMEE,Carlos Lemee
CRRTO,Cerrito
CLSM,Ciudad del Libert. San Martin
CUNIV,Ciudad Universitaria
COLSP,Colegio San Pablo
DESTF,Destileria Fiscal
SCHW,Doctor Albert Schweitzer
DOMFS,Domingo Faustino Sarmiento 
PERKI,Edmundo B Perkins
EJDLA,Ejercito de Los Andes
FMSL,Fabrica Militar San Lorenzo
EMIRE,Emiliano Reynoso
CETRA,Doctor Antonio Cetrangolo
GRDRS,Granaderos
INVER,Invernadas
ESCAS,Escuela Agraria Salesiana
ESCAT,Escuela Agraria Santo Tome Aq.
CUA11,Cuartel 11
CUA4,Cuartel  4
CUA9,Cuartel  9
CUAD,Cuadrilla 1011
VIDDO,Videla Dorna Z.
CLASM,Colonia Las Mercedes
VBSAS,Villa Buenos Aires
VBUI,Villa Buide
VCAB,Villa Cabral
VCAL,Villa Calzada
VCP,Villa Carlos Paz
VCARO,Villa Carola
VCAR,Villa Carolina
VCAS,Villa Castellino
VCAT,Villa Catela
VCEN,Villa Centenario
VCER,Villa Cerrito
VCHA,Villa Chacabuco
VNIE,Villa Ciudad de Nieva
VCJL,Villa Ciudad Jardin el Liberta
VCJLP,Villa Ciud Jard Lomas d Palom
VCLA,Villa Clara
VCONC,Villa Concepcion
VCONS,Villa Constitucion
VCOP,Villa Copacabana
VCORI,Villa Corina
VCUY,Villa Cuyaya
VNAC,Villa de las Naciones
VMAY,Villa de Mayo
VCARM,Villa del Carmen
VCARR,Villa del Carril
VLAG,Villa del Lago
VDM,Villa del Mar
VDELF,Villa Delfina
VDEPI,Villa Depietri
VDET,Villa Detry
VDEY,Villa Deya
VDIA,Villa Diamante
VDIAM,Villa Diamantina
VDV,Villa Diaz Velez
VDP,Villa Domingo Pronsato
VDB,Villa Don Bosco
VDORR,Villa Dorrego
VECHE,Villa Echenagucia
VECO,Villa Economia
VEDEN,Villa Eden Argentino
VFARO,Villa el Faro
VELE,Villa Elena
VESME,Villa Esmeralda
VESTA,Villa Estanislao Zeballos
VFLOR,Villa Florentino Ameghino
VFLO,Villa Floresta
VFOX,Villa Fox
VFRAN,Villa Francia
VGAL,Villa Galicia
VGIAM,Villa Giambruno
VGOLF,Villa Golf
VGON,Villa Gonnet
VGOR,Villa Gorriti
VGRA,Villa Gradaili
VGA,Villa Gral Arias
VGBEL,Villa Gral Belgrano
VGJTG,Villa Gral Jose Tomas Guido
VGMC,Villa Gral Manuel Caraballo
VGSM,Villa Gral San Martin
VGZ,Villa Gral Zapiola
VGB,Villa Grand Bourg
VGUI,Villa Guillermina
VHENZ,Villa Henz
VHID,Villa Hidalgo
VHUA,Villa Huasihul
VHUD,Villa Hudson
VHUE,Villa Hue
VILAS,Villa Ilasa
VIND,Villa Independencia
VINDU,Villa Industriales
VIRUP,Villa Irupe
VITAL,Villa Italia
VITE,Villa Ite
VJAR,Villa Jardin
VJR,Villa Jardin de Reyes
VJI,Villa Jose Ingenieros
VJLS,Villa Jose Leon Suarez
VJUL,Villa Julia
VJJDU,Villa Justo jose de Urquiza
VCHE,Villa la Chechela
VDEL,Villa La Delicia
VLF,Villa La Florida
VLUC,Villa la Lucila
VNATA,Villa la Ñata
VPAZ,Villa la Paz
VPER,Villa la Perla
VROSA,Villa la Rosa
VLB,Villa Lago del Bosque
VLAN,Villa Lanzoni
VLAR,Villa Larga
VLR,Villa las Rosas
VTUN,Villa las Tunas
VLAU,Villa Laura
VLEO,Villa Leon
VLIB,Villa Libertad
VLIBR,Villa Libres
VLH,Villa Loma Hermosa
VLON,Villa Longa
VLOP,Villa Lopez Romero
VLOR,Villa Loreto
VLALT,Villa los Altos
VLUCI,Villa Lucila
VLUG,Villa Lugano
VLUJ,Villa Lujan
VMAIO,Villa Maio
VMAL,Villa Malaver
VMARG,Villa Margarita
VMS,Villa Maria Selva
VMARI,Villa Marini
VMC,Villa Martin Coronado
VMF,Villa Martin Fierro
VMASI,Villa Maside
VMASO,Villa Massoni
VMATH,Villa Matheu
VMATI,Villa Matilde
VMYR,Villa Mayor
VMER,Villa Mercado
VMERC,Villa Mercedes
VMIT,Villa Mitre
VMOD,Villa Modelo
VMONI,Villa Monica
VMON,Villa Monroe
VMONS,Villa Monsegur
VMONT,Villa Montoro
VNOC,Villa Nocito
VNUE,Villa Nueva
VNUN,Villa Nuñez
VOBRE,Villa Obrera
VOLGA,Villa Olga
VOLI,Villa Olivero
VORT,Villa Ortega
VORTI,Villa Ortiz
VPARA,Villa Paranacito
VPARI,Villa Paris
VPR,Villa Parish Robertson
VPAR,Villa Parque
VPEN,Villa Penotti
VPOB,Villa Pobladora
VPOM,Villa Pompeo
VPONZ,Villa Ponzatti
VPORV,Villa Porvenir
VPRO,Villa Progreso
VRAF,Villa Raffo
VRAMA,Villa Ramallo
VRAT,Villa Ratti
VREAL,Villa Real
VREB,Villa Rebasa
VREC,Villa Recreo
VRIS,Villa Risso
VRIT,Villa Rita
VRIV,Villa Rivera
VSP,Villa Saenz Peña
VSA,Villa San Alberto
VSAN,Villa San Carlos
VSF,Villa San Francisco
VSL,Villa San Luis
VSMAR,Villa San Martin
VSMIG,Villa San Miguel
VSANP,Villa San Pedro
VSANR,Villa San Roque
VSELI,Villa Sanchez Elia
VSANG,Villa Sanguinetti
VSMA,Villa Santa Maria
VSR,Villa Santa Rita
VSROS,Villa Santa Rosa
VSANT,Villa Santina
VSLUG,Villa Santos Lugares
VSARI,Villa Sarita
VSAST,Villa Sastre
VSCAS,Villa Scasso
VSOL,Villa Sol
VSOLD,Villa Soldati
VSZA,Villa Suiza Argentina
VSUSA,Villa Susana
VTAL,Villa Talleres
VTA,Villa Talleres Alianza
VTRIA,Villa Triangulo
VTUR,Villa Turdera
VUNI,Villa Union
VVAL,Villa Vatteone
VVER,Villa Verde
VVIG,Villa Vignolo
VYAPE,Villa Yapeyu
VYORK,Villa York
VZAGA,Villa Zagala
VSEP,Villa 11 de Septiembre
VFANE,Villafañe
VWEN,Villafañe Wenceslao
VGUAY,Villaguay
VGRI,Villaigrillo
VIUNI,Villas Unidas 25 de Mayo
EXCEL,Villegas Conrado Excelso Gral
VCEVA,Virrey Cevallos
OLAG,Virrey Olaguer y Feliu
VREYE,Virreyes
VISTA,Vista Alegre
VITEL,Vitel
ZAPAT,Vuelta de Zapata
WILI,Wiliams C Morris
YAPE,Yapeyu
YATA,Yataiti Calle
YATAY,Yatay
YERB,Yerba Buena
YERBA,Yerbal Viejo
YRAI,Yraizoz
ZAIM,Zaiman
ZANJ,Zanjon Mascio
ZAPAL,Zapala
ZENT,Zentena
ZOILO,Zoilo Peralta
ZRURA,Zona Rural
28NOV,28 de Noviembre
30AGO,30 de Agosto
RTURB,Rio Turbio
LARQU,Larroque
PARAK,Parada Km. 158
CANAR,Cañada de Arias
PTEIF,Puerta Ifran
DIARE,Daireaux
GENAC,General Acha
1,EL RETIRO LA PLAT
2,KILOMETRO 66 (APE
3,VALERIA DEL MAR
4,TOMAS M DE ANCHOR
5,JUAN MARIA GUTIER
6,VILLANUEVA
7,SAN MIGUEL DEL MO
8,SAN BERNARDO DEL
9,INGENIERO RODOLFO
10,JOSE INGENIEROS (
SAUCV,Sauce Viejo
LTOLD,Los Toldos
GOYA,Goya
ITATI,Itati
JACAR,Jacinto Arauz
VHER,VALLE HERMOSO
SJOSE,San Jose (PDO. ALTE. BROWN)
FUNES,FUNES
VMOLL,VILLA MOLL
RADTI,Rada Tilly
CIUDA,Ciudadela 3 de Febrero
ELHU,EL Huecu
GBUST,General Bustos
BAMOR,Barrio Mariano Moreno
ARENA,Arenaza
SBAY,Sierras Bayas
BOLS,El Bolson
PALPA,Palpala Belgrano
VDROS,Villa del Rosario
11,COLONIA SERE
12,JAUREGUI JOSE MAR
MDPA,Mar de las Pampas
GRAMA,Gregorio Mayo
